1.000000e-02	5.453508e-01	4.239801e+01	6.072437e-157	1.331932e-151	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
2.000000e-02	5.453508e-01	4.239801e+01	2.069855e-155	4.540032e-150	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
3.000000e-02	5.453508e-01	4.239801e+01	6.931004e-154	1.520250e-148	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
4.000000e-02	5.453508e-01	4.239801e+01	2.279983e-152	5.000927e-147	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
5.000000e-02	5.453508e-01	4.239801e+01	7.367941e-151	1.616088e-145	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
6.000000e-02	5.453508e-01	4.239801e+01	2.339052e-149	5.130491e-144	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
7.000000e-02	5.453508e-01	4.239801e+01	7.294793e-148	1.600044e-142	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
8.000000e-02	5.453508e-01	4.239801e+01	2.234937e-146	4.902123e-141	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
9.000000e-02	5.453508e-01	4.239801e+01	6.726616e-145	1.475420e-139	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
1.000000e-01	5.453508e-01	4.239801e+01	1.988874e-143	4.362408e-138	1.734236e+01	5.453508e-01	0.000000e+00	3.316361e-01	1.850096e-01	0.000000e+00	2.500000e-01
