0 3.6391067e-31
8.33333333 0.000241939027
16.6666667 0.000960903686
25 0.00213684512
33.3333333 0.00373798807
41.6666667 0.00572310479
50 0.00804435415
58.3333333 0.010650399
66.6666667 0.0134895028
75 0.0165123321
83.3333333 0.0196742434
91.6666667 0.0229369103
100 0.0262692244
108.333333 0.0296474827
116.666667 0.0330549422
125 0.0364808651
133.333333 0.0399192115
141.666667 0.0433671408
150 0.0468234813
158.333333 0.0502873065
166.666667 0.053756732
175 0.0572280186
183.333333 0.0606950335
191.666667 0.0641490867
200 0.0675791312
208.333333 0.070972281
216.666667 0.0743145762
225 0.0775919052
233.333333 0.080790979
241.666667 0.0839002538
250 0.0869107061
258.333333 0.0898163805
266.666667 0.0926146605
275 0.0953062409
283.333333 0.0978948122
291.666667 0.100386497
300 0.102789102
308.333333 0.105111261
316.666667 0.107361553
325 0.109547686
333.333333 0.1116758
341.666667 0.113749971
350 0.115771929
358.333333 0.117741024
366.666667 0.119654427
375 0.121507541
383.333333 0.12329457
391.666667 0.1250092
400 0.126645316
408.333333 0.128197686
416.666667 0.129662554
425 0.131038074
433.333333 0.13232456
441.666667 0.133524527
450 0.134642523
458.333333 0.13568477
466.666667 0.136658668
475 0.137572196
483.333333 0.138433275
491.666667 0.13924916
500 0.140025908
508.333333 0.140767971
516.666667 0.14147795
525 0.142156522
533.333333 0.142802551
541.666667 0.143413359
550 0.143985127
558.333333 0.144513405
566.666667 0.144993647
575 0.145421761
583.333333 0.145794587
591.666667 0.146110281
600 0.146368568
608.333333 0.146570831
616.666667 0.146720053
625 0.146820591
633.333333 0.146877844
641.666667 0.146897816
650 0.146886636
658.333333 0.14685008
666.666667 0.146793127
675 0.14671961
683.333333 0.146631967
691.666667 0.146531134
700 0.146416572
708.333333 0.146286429
716.666667 0.14613782
725 0.145967186
733.333333 0.14577072
741.666667 0.145544791
750 0.145286348
758.333333 0.144993262
766.666667 0.144664564
775 0.144300583
783.333333 0.143902938
791.666667 0.14347443
800 0.143018808
808.333333 0.142540456
816.666667 0.142044034
825 0.141534085
833.333333 0.141014677
841.666667 0.140489084
850 0.139959553
858.333333 0.139427165
866.666667 0.138891811
875 0.138352274
883.333333 0.137806407
891.666667 0.1372514
900 0.136684092
908.333333 0.136101318
916.666667 0.135500242
925 0.134878651
933.333333 0.134235191
941.666667 0.133569511
950 0.132882312
958.333333 0.132175297
966.666667 0.131451027
975 0.130712696
983.333333 0.129963861
991.666667 0.129208131
1000 0.128448867
1008.33333 0.127688906
1016.66667 0.126930341
1025 0.126174372
1033.33333 0.125421243
1041.66667 0.124670271
1050 0.123919949
1058.33333 0.123168138
1066.66667 0.122412297
1075 0.121649756
1083.33333 0.120877993
1091.66667 0.120094886
